analysis_label,characteristic,characteristic_value,exposure_threshold,exposure_threshold_description,turbine_count,farm_count,oem_count,observed_steady_turbine_years,high_confidence_event_count,high_confidence_duplicate_adjusted_event_count,high_medium_event_count,high_medium_duplicate_adjusted_event_count,primary_raw_intervention_intensity_per_turbine_year,primary_duplicate_adjusted_intervention_intensity_per_turbine_year,sensitivity_raw_intervention_intensity_per_turbine_year,sensitivity_duplicate_adjusted_intervention_intensity_per_turbine_year,zero_event_turbine_count,zero_event_turbine_share,dominant_farm,dominant_farm_turbine_share,dominant_oem,dominant_oem_turbine_share,short_age_turbine_share,interpretation_flag
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Sprogo,all_turbines,all,7,1,1,102.08333333333333,6,6.0,7,7.0,0.05877551020408164,0.05877551020408164,0.06857142857142857,0.06857142857142857,2,0.2857142857142857,Sprogo,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Global Tech I,all_turbines,all,80,1,1,706.6666666666666,38,38.0,134,134.0,0.05377358490566038,0.05377358490566038,0.18962264150943398,0.18962264150943398,58,0.725,Global Tech I,1.0,Adwen,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Trianel Windpark Borkum 1,all_turbines,all,40,1,1,353.33333333333337,18,17.5,66,64.5,0.05094339622641509,0.04952830188679245,0.18679245283018867,0.18254716981132074,25,0.625,Trianel Windpark Borkum 1,1.0,Adwen,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,EnBW Hohe See,all_turbines,all,71,1,1,337.25,16,15.5,58,54.0,0.04744255003706449,0.04595997034840623,0.17197924388435878,0.16011860637509265,58,0.8169014084507042,EnBW Hohe See,1.0,Siemens Gamesa,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Riffgat,all_turbines,all,30,1,1,309.9999999999999,14,14.0,43,43.0,0.04516129032258066,0.04516129032258066,0.1387096774193549,0.1387096774193549,22,0.7333333333333333,Riffgat,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Bard Offshore 1,all_turbines,all,80,1,1,866.6666666666665,37,37.0,82,82.0,0.0426923076923077,0.0426923076923077,0.09461538461538463,0.09461538461538463,58,0.725,Bard Offshore 1,1.0,Bard,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Inner Dowsing,all_turbines,all,27,1,1,405.0,18,16.333333333333336,35,28.833333333333336,0.044444444444444446,0.04032921810699589,0.08641975308641975,0.0711934156378601,15,0.5555555555555556,Inner Dowsing,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Borkum Riffgrund 2,all_turbines,all,56,1,1,317.3333333333333,14,12.5,45,41.0,0.04411764705882353,0.039390756302521014,0.14180672268907563,0.12920168067226892,45,0.8035714285714286,Borkum Riffgrund 2,1.0,Vestas,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Albatros,all_turbines,all,16,1,1,73.33333333333333,3,2.5,14,12.5,0.04090909090909091,0.034090909090909095,0.19090909090909092,0.17045454545454547,13,0.8125,Albatros,1.0,Siemens Gamesa,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Avedøre Holme,all_turbines,all,3,1,1,37.75,1,1.0,1,1.0,0.026490066225165563,0.026490066225165563,0.026490066225165563,0.026490066225165563,2,0.6666666666666666,Avedøre Holme,1.0,Siemens,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Lynn,all_turbines,all,27,1,1,405.0,13,10.5,31,26.5,0.03209876543209877,0.025925925925925925,0.07654320987654321,0.0654320987654321,17,0.6296296296296297,Lynn,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Scroby Sands,all_turbines,all,30,1,1,450.0,11,11.0,14,14.0,0.024444444444444446,0.024444444444444446,0.03111111111111111,0.03111111111111111,24,0.8,Scroby Sands,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Middelgrunden,all_turbines,all,20,1,1,300.0,7,7.0,17,17.0,0.023333333333333334,0.023333333333333334,0.056666666666666664,0.056666666666666664,13,0.65,Middelgrunden,1.0,Bonus,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Hollandse Kust Noord,all_turbines,all,69,1,1,45.999999999999986,1,1.0,1,1.0,0.021739130434782615,0.021739130434782615,0.021739130434782615,0.021739130434782615,68,0.9855072463768116,Hollandse Kust Noord,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,North Hoyle,all_turbines,all,30,1,1,450.0,9,9.0,9,9.0,0.02,0.02,0.02,0.02,22,0.7333333333333333,North Hoyle,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Rhyl Flats,all_turbines,all,25,1,1,364.5833333333333,7,7.0,14,14.0,0.019200000000000002,0.019200000000000002,0.038400000000000004,0.038400000000000004,20,0.8,Rhyl Flats,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Veja Mate,all_turbines,all,67,1,1,485.75,8,8.0,35,35.0,0.016469377251672673,0.016469377251672673,0.07205352547606794,0.07205352547606794,60,0.8955223880597015,Veja Mate,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Triton Knoll,all_turbines,all,90,1,1,210.0,3,3.0,6,6.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.02857142857142857,87,0.9666666666666667,Triton Knoll,1.0,Vestas,1.0,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Gunfleet Sands,all_turbines,all,48,1,1,676.0,9,9.0,22,22.0,0.013313609467455622,0.013313609467455622,0.03254437869822485,0.03254437869822485,42,0.875,Gunfleet Sands,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Kentish Flats,all_turbines,all,30,1,1,450.0,5,5.0,10,10.0,0.011111111111111112,0.011111111111111112,0.022222222222222223,0.022222222222222223,25,0.8333333333333334,Kentish Flats,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Borssele Kavel III and IV,all_turbines,all,77,1,1,275.9166666666666,3,3.0,3,3.0,0.01087284808215041,0.01087284808215041,0.01087284808215041,0.01087284808215041,75,0.974025974025974,Borssele Kavel III and IV,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Thanet,all_turbines,all,100,1,1,1383.333333333333,15,15.0,25,25.0,0.010843373493975905,0.010843373493975905,0.01807228915662651,0.01807228915662651,86,0.86,Thanet,1.0,Vestas,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Burbo Bank,all_turbines,all,25,1,1,375.0,4,4.0,12,12.0,0.010666666666666666,0.010666666666666666,0.032,0.032,21,0.84,Burbo Bank,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Walney 1,all_turbines,all,51,1,1,663.0,7,7.0,15,15.0,0.010558069381598794,0.010558069381598794,0.02262443438914027,0.02262443438914027,45,0.8823529411764706,Walney 1,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Seagreen,all_turbines,all,114,1,1,95.0,1,1.0,2,2.0,0.010526315789473684,0.010526315789473684,0.021052631578947368,0.021052631578947368,113,0.9912280701754386,Seagreen,1.0,Vestas,1.0,1.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Westermost Rough,all_turbines,all,35,1,1,320.83333333333337,3,3.0,4,4.0,0.009350649350649349,0.009350649350649349,0.012467532467532466,0.012467532467532466,33,0.9428571428571428,Westermost Rough,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,OWF Egmond aan Zee,all_turbines,all,36,1,1,540.0,5,5.0,9,9.0,0.009259259259259259,0.009259259259259259,0.016666666666666666,0.016666666666666666,32,0.8888888888888888,OWF Egmond aan Zee,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Robin Rigg West,all_turbines,all,60,1,1,830.0000000000001,7,7.0,11,11.0,0.008433734939759035,0.008433734939759035,0.013253012048192769,0.013253012048192769,54,0.9,Robin Rigg West,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Gemini,all_turbines,all,150,1,1,1100.0000000000002,9,9.0,23,23.0,0.00818181818181818,0.00818181818181818,0.020909090909090905,0.020909090909090905,141,0.94,Gemini,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Race Bank,all_turbines,all,91,1,1,591.5,4,4.0,6,6.0,0.006762468300929839,0.006762468300929839,0.01014370245139476,0.01014370245139476,87,0.9560439560439561,Race Bank,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,OWF Prinses Amalia,all_turbines,all,60,1,1,900.0,6,6.0,11,11.0,0.006666666666666667,0.006666666666666667,0.012222222222222223,0.012222222222222223,54,0.9,OWF Prinses Amalia,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Dudgeon,all_turbines,all,67,1,1,457.8333333333333,3,3.0,3,3.0,0.006552602839461231,0.006552602839461231,0.006552602839461231,0.006552602839461231,64,0.9552238805970149,Dudgeon,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Humber Gateway,all_turbines,all,73,1,1,669.1666666666666,4,4.0,5,5.0,0.005977584059775841,0.005977584059775841,0.007471980074719801,0.007471980074719801,69,0.9452054794520548,Humber Gateway,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Ormonde,all_turbines,all,30,1,1,372.5000000000001,2,2.0,3,3.0,0.0053691275167785215,0.0053691275167785215,0.008053691275167783,0.008053691275167783,28,0.9333333333333333,Ormonde,1.0,Senvion,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Barrow,all_turbines,all,30,1,1,450.0,2,2.0,6,6.0,0.0044444444444444444,0.0044444444444444444,0.013333333333333334,0.013333333333333334,28,0.9333333333333333,Barrow,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Greater Gabbard,all_turbines,all,140,1,1,1528.3333333333335,5,5.0,7,7.0,0.0032715376226826604,0.0032715376226826604,0.0045801526717557245,0.0045801526717557245,135,0.9642857142857143,Greater Gabbard,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Beatrice Offshore Wind Farm,all_turbines,all,84,1,1,1260.0,4,4.0,4,4.0,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,80,0.9523809523809523,Beatrice Offshore Wind Farm,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Hornsea Project 1,all_turbines,all,174,1,1,812.0,2,2.0,7,6.5,0.0024630541871921183,0.0024630541871921183,0.008620689655172414,0.008004926108374385,172,0.9885057471264368,Hornsea Project 1,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Sheringham Shoal,all_turbines,all,88,1,1,990.0,2,2.0,5,5.0,0.00202020202020202,0.00202020202020202,0.005050505050505051,0.005050505050505051,86,0.9772727272727273,Sheringham Shoal,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Walney 2,all_turbines,all,51,1,1,616.2500000000001,1,1.0,1,1.0,0.0016227180527383365,0.0016227180527383365,0.0016227180527383365,0.0016227180527383365,50,0.9803921568627451,Walney 2,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Gwynt y Mor,all_turbines,all,160,1,1,1453.3333333333333,2,2.0,3,3.0,0.0013761467889908258,0.0013761467889908258,0.0020642201834862386,0.0020642201834862386,158,0.9875,Gwynt y Mor,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Belwind phase 1,all_turbines,all,55,1,1,747.0833333333336,1,1.0,3,2.5,0.0013385387618516447,0.0013385387618516447,0.004015616285554934,0.003346346904629112,54,0.9818181818181818,Belwind phase 1,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Lincs,all_turbines,all,75,1,1,812.5,1,1.0,1,1.0,0.0012307692307692308,0.0012307692307692308,0.0012307692307692308,0.0012307692307692308,74,0.9866666666666667,Lincs,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,West of Duddon Sands,all_turbines,all,108,1,1,1053.0,1,1.0,2,2.0,0.000949667616334283,0.000949667616334283,0.001899335232668566,0.001899335232668566,107,0.9907407407407407,West of Duddon Sands,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,London Array,all_turbines,all,175,1,1,1968.75,1,1.0,1,1.0,0.0005079365079365079,0.0005079365079365079,0.0005079365079365079,0.0005079365079365079,174,0.9942857142857143,London Array,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Northwind,all_turbines,all,72,1,1,726.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,72,1.0,Northwind,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Rampion,all_turbines,all,116,1,1,667.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,116,1.0,Rampion,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Thornton Bank - phase II and III,all_turbines,all,48,1,1,520.0,0,0.0,2,2.0,0.0,0.0,0.0038461538461538464,0.0038461538461538464,48,1.0,Thornton Bank - phase II and III,1.0,Senvion,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,East Anglia One,all_turbines,all,102,1,1,416.49999999999994,0,0.0,1,1.0,0.0,0.0,0.0024009603841536617,0.0024009603841536617,102,1.0,East Anglia One,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,OWF Luchterduinen,all_turbines,all,43,1,1,379.8333333333333,0,0.0,2,2.0,0.0,0.0,0.005265467310223783,0.005265467310223783,43,1.0,OWF Luchterduinen,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Nobelwind,all_turbines,all,50,1,1,362.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,50,1.0,Nobelwind,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Galloper,all_turbines,all,56,1,1,354.6666666666667,0,0.0,0,0.0,0.0,0.0,0.0,0.0,56,1.0,Galloper,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Borssele Kavel I and II,all_turbines,all,94,1,1,352.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,94,1.0,Borssele Kavel I and II,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Hornsea Project 2,all_turbines,all,165,1,1,330.0,0,0.0,1,1.0,0.0,0.0,0.0030303030303030303,0.0030303030303030303,165,1.0,Hornsea Project 2,1.0,Siemens Gamesa,1.0,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Walney Extension 4,all_turbines,all,47,1,1,278.08333333333337,0,0.0,0,0.0,0.0,0.0,0.0,0.0,47,1.0,Walney Extension 4,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Teesside,all_turbines,all,27,1,1,276.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,27,1.0,Teesside,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Rentel,all_turbines,all,42,1,1,238.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,42,1.0,Rentel,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Walney Extension 3,all_turbines,all,40,1,1,236.66666666666669,0,0.0,0,0.0,0.0,0.0,0.0,0.0,40,1.0,Walney Extension 3,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Burbo Bank Extension,all_turbines,all,32,1,1,234.66666666666666,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32,1.0,Burbo Bank Extension,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Moray East,all_turbines,all,100,1,1,233.33333333333334,0,0.0,1,1.0,0.0,0.0,0.004285714285714286,0.004285714285714286,100,1.0,Moray East,1.0,Vestas,1.0,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Norther,all_turbines,all,44,1,1,227.33333333333331,0,0.0,0,0.0,0.0,0.0,0.0,0.0,44,1.0,Norther,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Saint-Nazaire,all_turbines,all,80,1,1,140.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,80,1.0,Saint-Nazaire,1.0,GE Energy,1.0,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Kentish Flats Extension,all_turbines,all,15,1,1,130.00000000000003,0,0.0,1,1.0,0.0,0.0,0.007692307692307691,0.007692307692307691,15,1.0,Kentish Flats Extension,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Renland,all_turbines,all,8,1,2,120.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8,1.0,Renland,1.0,Siemens,0.5,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,SeaStar,all_turbines,all,30,1,1,110.00000000000003,0,0.0,0,0.0,0.0,0.0,0.0,0.0,30,1.0,SeaStar,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Mermaid,all_turbines,all,28,1,1,102.66666666666669,0,0.0,0,0.0,0.0,0.0,0.0,0.0,28,1.0,Mermaid,1.0,Siemens Gamesa,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Northwester 2,all_turbines,all,23,1,1,97.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,23,1.0,Northwester 2,1.0,Vestas,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Aberdeen Offshore Wind Farm,all_turbines,all,11,1,1,65.08333333333333,0,0.0,1,1.0,0.0,0.0,0.015364916773367479,0.015364916773367479,11,1.0,Aberdeen Offshore Wind Farm,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Frederikshavn Offshore,all_turbines,all,4,1,3,60.0,0,0.0,1,1.0,0.0,0.0,0.016666666666666666,0.016666666666666666,4,1.0,Frederikshavn Offshore,1.0,Vestas,0.5,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Blyth Demo Phase 1,all_turbines,all,5,1,1,30.833333333333336,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0,Blyth Demo Phase 1,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Nissum Bredning,all_turbines,all,4,1,1,25.666666666666668,0,0.0,3,3.0,0.0,0.0,0.11688311688311688,0.11688311688311688,4,1.0,Nissum Bredning,1.0,Siemens Gamesa,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Fécamp,all_turbines,all,71,1,1,17.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,71,1.0,Fécamp,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Saint-Brieuc,all_turbines,all,62,1,1,15.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,62,1.0,Saint-Brieuc,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Kincardine,all_turbines,all,5,1,1,14.166666666666668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,1.0,Kincardine,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Baltic Eagle,all_turbines,all,50,1,1,0.0,0,0.0,0,0.0,,,,,50,1.0,Baltic Eagle,1.0,Vestas,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Belwind phase 2,all_turbines,all,1,1,1,0.0,0,0.0,0,0.0,,,,,1,1.0,Belwind phase 2,1.0,GE Energy,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Borssele Kavel V,all_turbines,all,2,1,1,0.0,0,0.0,0,0.0,,,,,2,1.0,Borssele Kavel V,1.0,Vestas,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Gode Wind 3,all_turbines,all,23,1,1,0.0,0,0.0,0,0.0,,,,,23,1.0,Gode Wind 3,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Gunfleet Sands Demo,all_turbines,all,2,1,1,0.0,0,0.0,0,0.0,,,,,2,1.0,Gunfleet Sands Demo,1.0,Siemens,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Hollandse Kust Zuid,all_turbines,all,140,1,1,0.0,0,0.0,0,0.0,,,,,140,1.0,Hollandse Kust Zuid,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Methil Demo,all_turbines,all,1,1,1,0.0,0,0.0,0,0.0,,,,,1,1.0,Methil Demo,1.0,Samsung Heavy Industries,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Moray West,all_turbines,all,60,1,1,0.0,0,0.0,0,0.0,,,,,60,1.0,Moray West,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Neart na Gaoithe,all_turbines,all,54,1,1,0.0,0,0.0,0,0.0,,,,,54,1.0,Neart na Gaoithe,1.0,Siemens Gamesa,1.0,1.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,TetraSpar Demonstrator - Metcentre,all_turbines,all,1,1,1,0.0,0,0.0,0,0.0,,,,,1,1.0,TetraSpar Demonstrator - Metcentre,1.0,Siemens,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,UNITECH Zefyros by Hywind Technology,all_turbines,all,1,1,1,0.0,0,0.0,0,0.0,,,,,1,1.0,UNITECH Zefyros by Hywind Technology,1.0,Siemens,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Kriegers Flak,min_1yr,>=1 steady observed year,72,1,1,210.00000000000003,199,199.0,358,358.0,0.9476190476190475,0.9476190476190475,1.7047619047619045,1.7047619047619045,10,0.1388888888888889,Kriegers Flak,1.0,Siemens Gamesa,1.0,0.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Samsa,min_1yr,>=1 steady observed year,10,1,2,150.0,97,97.0,102,102.0,0.6466666666666666,0.6466666666666666,0.68,0.68,0,0.0,Samsa,1.0,Bonus,0.9,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Trianel Windpark Borkum 2,min_1yr,>=1 steady observed year,32,1,1,130.66666666666666,65,64.5,93,91.0,0.49744897959183676,0.4936224489795919,0.7117346938775511,0.6964285714285715,13,0.40625,Trianel Windpark Borkum 2,1.0,Senvion,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Nordergründe,min_1yr,>=1 steady observed year,18,1,1,120.00000000000001,48,48.0,59,59.0,0.39999999999999997,0.39999999999999997,0.4916666666666666,0.4916666666666666,6,0.3333333333333333,Nordergründe,1.0,Senvion,1.0,0.0,insufficient_exposure
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Wikinger,min_1yr,>=1 steady observed year,70,1,1,408.33333333333326,161,161.0,719,719.0,0.39428571428571435,0.39428571428571435,1.7608163265306125,1.7608163265306125,24,0.34285714285714286,Wikinger,1.0,Adwen,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Lillgrund,min_1yr,>=1 steady observed year,48,1,1,720.0,269,269.0,310,310.0,0.3736111111111111,0.3736111111111111,0.4305555555555556,0.4305555555555556,5,0.10416666666666667,Lillgrund,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Kaskasi,min_1yr,>=1 steady observed year,38,1,1,53.83333333333332,20,18.5,112,101.66666666666666,0.37151702786377716,0.3436532507739939,2.080495356037152,1.8885448916408671,25,0.6578947368421053,Kaskasi,1.0,Siemens Gamesa,1.0,1.0,short_operational_age
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Arkona-Becken Südost,min_1yr,>=1 steady observed year,60,1,1,334.99999999999994,84,84.0,336,334.0,0.25074626865671645,0.25074626865671645,1.0029850746268658,0.9970149253731345,26,0.43333333333333335,Arkona-Becken Südost,1.0,Siemens,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,EnBW Windpark Baltic 2,min_1yr,>=1 steady observed year,80,1,1,700.0,165,165.0,613,613.0,0.2357142857142857,0.2357142857142857,0.8757142857142857,0.8757142857142857,26,0.325,EnBW Windpark Baltic 2,1.0,Siemens,1.0,0.0,robust_enough_for_exploratory_comparison
RQ9 turbine characteristics maintenance intervention intensity v1,farm,EnBW Windpark Baltic 1,min_1yr,>=1 steady observed year,21,1,1,276.5,64,64.0,206,206.0,0.2314647377938517,0.2314647377938517,0.7450271247739603,0.7450271247739603,2,0.09523809523809523,EnBW Windpark Baltic 1,1.0,Siemens,1.0,0.0,insufficient_event_signal
RQ9 turbine characteristics maintenance intervention intensity v1,farm,Horns Rev I,min_1yr,>=1 steady observed year,80,1,1,1200.0,242,242.0,571,571.0,0.20166666666666666,0.20166666666666666,0.47583333333333333,0.47583333333333333,19,0.2375,Horns Rev I,1.0,Vestas,1.0,0.0,robust_enough_for_exploratory_comparison
